PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Derrick Rose,CHI,01/09/2016,CHI @ ATL,L,35,17,-9
Trey Lyles,UTA,01/09/2016,UTA vs. MIA,W,32,3,17
Cole Aldrich,LAC,01/09/2016,LAC vs. CHA,W,13,8,-7
Jeff Teague,ATL,01/09/2016,ATL vs. CHI,W,25,12,1
Stephen Curry,GSW,01/09/2016,GSW @ SAC,W,38,38,16
Gerald Green,MIA,01/09/2016,MIA @ UTA,L,34,13,-13
Hassan Whiteside,MIA,01/09/2016,MIA @ UTA,L,31,10,-5
Cory Joseph,TOR,01/09/2016,TOR @ PHI,W,31,9,19
Lance Thomas,NYK,01/10/2016,NYK vs. MIL,W,22,13,8
Serge Ibaka,OKC,01/10/2016,OKC @ POR,L,36,14,-7
David Lee,BOS,01/10/2016,BOS @ MEM,L,16,4,-12
Shabazz Muhammad,MIN,01/10/2016,MIN vs. DAL,L,28,16,-7
Marcelo Huertas,LAL,01/10/2016,LAL vs. UTA,L,13,0,-13
Luke Babbitt,NOP,01/10/2016,NOP @ LAC,L,4,0,-2
Austin Rivers,LAC,01/10/2016,LAC vs. NOP,W,24,10,-9
Matthew Dellavedova,CLE,01/10/2016,CLE @ PHI,W,25,4,-3
Joe Young,IND,01/10/2016,IND @ HOU,L,7,3,0
Paul George,IND,01/10/2016,IND @ HOU,L,40,20,-1
Robert Covington,PHI,01/10/2016,PHI vs. CLE,L,32,7,2
Kevin Martin,MIN,01/10/2016,MIN vs. DAL,L,12,9,-15
Nick Young,LAL,01/10/2016,LAL vs. UTA,L,20,6,-11
Nicolas Batum,CHA,01/10/2016,CHA @ DEN,L,38,9,7
Adreian Payne,MIN,01/10/2016,MIN vs. DAL,L,16,0,-15
Kemba Walker,CHA,01/10/2016,CHA @ DEN,L,37,11,-14
Kyrie Irving,CLE,01/10/2016,CLE @ PHI,W,31,8,12
Clint Capela,HOU,01/10/2016,HOU vs. IND,W,20,2,-8
Patrick Beverley,HOU,01/10/2016,HOU vs. IND,W,39,16,7
Metta World Peace,LAL,01/10/2016,LAL vs. UTA,L,14,3,-12
Mike Miller,DEN,01/10/2016,DEN vs. CHA,W,7,6,3
Jabari Parker,MIL,01/10/2016,MIL @ NYK,L,32,14,-23
Rashad Vaughn,MIL,01/10/2016,MIL @ NYK,L,29,10,-5
Kyle Singler,OKC,01/10/2016,OKC @ POR,L,2,0,-5
Randy Foye,DEN,01/10/2016,DEN vs. CHA,W,21,9,0
Chris Johnson,UTA,01/10/2016,UTA @ LAL,W,22,6,7
Langston Galloway,NYK,01/10/2016,NYK vs. MIL,W,21,5,-12
Mason Plumlee,POR,01/10/2016,POR vs. OKC,W,31,11,6
Jared Sullinger,BOS,01/10/2016,BOS @ MEM,L,26,11,-2
Khris Middleton,MIL,01/10/2016,MIL @ NYK,L,38,20,-16
Dante Cunningham,NOP,01/10/2016,NOP @ LAC,L,35,8,9
Robin Lopez,NYK,01/10/2016,NYK vs. MIL,W,27,13,-3
George Hill,IND,01/10/2016,IND @ HOU,L,39,13,-3
Danilo Gallinari,DEN,01/10/2016,DEN vs. CHA,W,34,27,4
Meyers Leonard,POR,01/10/2016,POR vs. OKC,W,13,3,-5
Jordan Clarkson,LAL,01/10/2016,LAL vs. UTA,L,38,14,0
Emmanuel Mudiay,DEN,01/10/2016,DEN vs. CHA,W,39,11,-2
Cameron Payne,OKC,01/10/2016,OKC @ POR,L,10,5,-8
Trevor Booker,UTA,01/10/2016,UTA @ LAL,W,22,8,12
Lavoy Allen,IND,01/10/2016,IND @ HOU,L,18,6,0
Jeff Withey,UTA,01/10/2016,UTA @ LAL,W,18,6,6
Alexis Ajinca,NOP,01/10/2016,NOP @ LAC,L,14,9,2
Dion Waiters,OKC,01/10/2016,OKC @ POR,L,22,6,0
Kevin Garnett,MIN,01/10/2016,MIN vs. DAL,L,7,2,11
Darrell Arthur,DEN,01/10/2016,DEN vs. CHA,W,28,9,4
Raul Neto,UTA,01/10/2016,UTA @ LAL,W,26,7,0
Toney Douglas,NOP,01/10/2016,NOP @ LAC,L,6,2,-5
Marcus Smart,BOS,01/10/2016,BOS @ MEM,L,24,4,-1
Damien Inglis,MIL,01/10/2016,MIL @ NYK,L,3,0,5
CJ McCollum,POR,01/10/2016,POR vs. OKC,W,36,22,8
Karl-Anthony Towns,MIN,01/10/2016,MIN vs. DAL,L,25,10,7
Devin Harris,DAL,01/10/2016,DAL @ MIN,W,19,5,10
JJ Redick,LAC,01/10/2016,LAC vs. NOP,W,36,11,7
Damian Lillard,POR,01/10/2016,POR vs. OKC,W,37,31,4
Andre Miller,MIN,01/10/2016,MIN vs. DAL,L,6,3,-7
Amir Johnson,BOS,01/10/2016,BOS @ MEM,L,32,14,7
Zach Randolph,MEM,01/10/2016,MEM vs. BOS,W,38,25,18
Mario Chalmers,MEM,01/10/2016,MEM vs. BOS,W,33,18,-1
Elliot Williams,MEM,01/10/2016,MEM vs. BOS,W,4,2,-8
Monta Ellis,IND,01/10/2016,IND @ HOU,L,39,11,-7
Andre Roberson,OKC,01/10/2016,OKC @ POR,L,31,10,-3
JaKarr Sampson,PHI,01/10/2016,PHI vs. CLE,L,6,0,-5
Joe Ingles,UTA,01/10/2016,UTA @ LAL,W,10,0,5
Nikola Pekovic,MIN,01/10/2016,MIN vs. DAL,L,15,4,-8
Corey Brewer,HOU,01/10/2016,HOU vs. IND,W,18,12,13
Nik Stauskas,PHI,01/10/2016,PHI vs. CLE,L,22,6,0
PJ Hairston,CHA,01/10/2016,CHA @ DEN,L,18,7,-13
Tristan Thompson,CLE,01/10/2016,CLE @ PHI,W,37,10,12
Lou Williams,LAL,01/10/2016,LAL vs. UTA,L,32,18,-2
Ryan Anderson,NOP,01/10/2016,NOP @ LAC,L,43,16,-7
Jamal Crawford,LAC,01/10/2016,LAC vs. NOP,W,32,21,14
Kyle O'Quinn,NYK,01/10/2016,NYK vs. MIL,W,2,0,-5
Nick Collison,OKC,01/10/2016,OKC @ POR,L,5,0,-4
Carmelo Anthony,NYK,01/10/2016,NYK vs. MIL,W,37,24,25
Cole Aldrich,LAC,01/10/2016,LAC vs. NOP,W,9,0,-13
Isaiah Thomas,BOS,01/10/2016,BOS @ MEM,L,32,35,2
Kevin Durant,OKC,01/10/2016,OKC @ POR,L,40,28,1
Larry Nance Jr.,LAL,01/10/2016,LAL vs. UTA,L,37,10,-4
Timofey Mozgov,CLE,01/10/2016,CLE @ PHI,W,9,2,-2
DeAndre Jordan,LAC,01/10/2016,LAC vs. NOP,W,42,12,14
Gordon Hayward,UTA,01/10/2016,UTA @ LAL,W,33,25,-4
Dirk Nowitzki,DAL,01/10/2016,DAL @ MIN,W,32,29,12
Joffrey Lauvergne,DEN,01/10/2016,DEN vs. CHA,W,8,0,-5
Dwight Powell,DAL,01/10/2016,DAL @ MIN,W,14,0,-7
Jusuf Nurkic,DEN,01/10/2016,DEN vs. CHA,W,14,7,9
JR Smith,CLE,01/10/2016,CLE @ PHI,W,34,14,17
Iman Shumpert,CLE,01/10/2016,CLE @ PHI,W,17,2,-5
Chris Paul,LAC,01/10/2016,LAC vs. NOP,W,40,25,9
Dwight Howard,HOU,01/10/2016,HOU vs. IND,W,43,21,16
Wesley Matthews,DAL,01/10/2016,DAL @ MIN,W,33,5,-7
Jerian Grant,NYK,01/10/2016,NYK vs. MIL,W,16,2,-19
Jordan Hill,IND,01/10/2016,IND @ HOU,L,12,9,3
Trey Burke,UTA,01/10/2016,UTA @ LAL,W,21,10,12
Norris Cole,NOP,01/10/2016,NOP @ LAC,L,15,6,-1
Omer Asik,NOP,01/10/2016,NOP @ LAC,L,26,8,-7
Rodney Stuckey,IND,01/10/2016,IND @ HOU,L,30,13,-4
Kristaps Porzingis,NYK,01/10/2016,NYK vs. MIL,W,30,15,17
Kevin Love,CLE,01/10/2016,CLE @ PHI,W,37,15,18
Al-Farouq Aminu,POR,01/10/2016,POR vs. OKC,W,35,16,8
Tony Allen,MEM,01/10/2016,MEM vs. BOS,W,32,15,0
Carl Landry,PHI,01/10/2016,PHI vs. CLE,L,9,3,-6
Nerlens Noel,PHI,01/10/2016,PHI vs. CLE,L,35,12,-9
Tayshaun Prince,MIN,01/10/2016,MIN vs. DAL,L,20,4,1
Cody Zeller,CHA,01/10/2016,CHA @ DEN,L,31,15,-6
Gerald Henderson,POR,01/10/2016,POR vs. OKC,W,9,4,4
Trevor Ariza,HOU,01/10/2016,HOU vs. IND,W,42,24,-1
Julius Randle,LAL,01/10/2016,LAL vs. UTA,L,27,11,-13
Ish Smith,PHI,01/10/2016,PHI vs. CLE,L,38,18,-4
Alonzo Gee,NOP,01/10/2016,NOP @ LAC,L,6,0,-1
Ricky Rubio,MIN,01/10/2016,MIN vs. DAL,L,34,12,6
Evan Turner,BOS,01/10/2016,BOS @ MEM,L,21,0,-3
Raymond Felton,DAL,01/10/2016,DAL @ MIN,W,18,7,-2
T.J. McConnell,PHI,01/10/2016,PHI vs. CLE,L,10,4,-6
Anthony Brown,LAL,01/10/2016,LAL vs. UTA,L,28,4,2
Marvin Williams,CHA,01/10/2016,CHA @ DEN,L,20,11,-2
Myles Turner,IND,01/10/2016,IND @ HOU,L,13,4,-2
Terrence Jones,HOU,01/10/2016,HOU vs. IND,W,19,4,-7
Rodney Hood,UTA,01/10/2016,UTA @ LAL,W,32,14,18
Deron Williams,DAL,01/10/2016,DAL @ MIN,W,29,4,-4
JaMychal Green,MEM,01/10/2016,MEM vs. BOS,W,15,6,12
Hollis Thompson,PHI,01/10/2016,PHI vs. CLE,L,26,8,-10
J.J. Barea,DAL,01/10/2016,DAL @ MIN,W,17,8,8
Russell Westbrook,OKC,01/10/2016,OKC @ POR,L,38,25,3
Jahlil Okafor,PHI,01/10/2016,PHI vs. CLE,L,32,21,-3
Trey Lyles,UTA,01/10/2016,UTA @ LAL,W,26,0,0
Luc Mbah a Moute,LAC,01/10/2016,LAC vs. NOP,W,22,14,-5
Will Barton,DEN,01/10/2016,DEN vs. CHA,W,30,10,-10
Pablo Prigioni,LAC,01/10/2016,LAC vs. NOP,W,13,3,-6
Steven Adams,OKC,01/10/2016,OKC @ POR,L,35,17,4
Gary Harris,DEN,01/10/2016,DEN vs. CHA,W,36,12,8
Eric Gordon,NOP,01/10/2016,NOP @ LAC,L,38,7,1
Spencer Hawes,CHA,01/10/2016,CHA @ DEN,L,17,8,3
Marc Gasol,MEM,01/10/2016,MEM vs. BOS,W,36,11,-5
Jason Terry,HOU,01/10/2016,HOU vs. IND,W,20,5,-9
Enes Kanter,OKC,01/10/2016,OKC @ POR,L,13,5,0
Giannis Antetokounmpo,MIL,01/10/2016,MIL @ NYK,L,36,8,7
Jeff Green,MEM,01/10/2016,MEM vs. BOS,W,31,4,-4
Allen Crabbe,POR,01/10/2016,POR vs. OKC,W,22,11,8
Glenn Robinson III,IND,01/10/2016,IND @ HOU,L,13,4,-3
Maurice Harkless,POR,01/10/2016,POR vs. OKC,W,20,7,-3
Kelly Olynyk,BOS,01/10/2016,BOS @ MEM,L,22,6,3
Jrue Holiday,NOP,01/10/2016,NOP @ LAC,L,36,29,-4
Gorgui Dieng,MIN,01/10/2016,MIN vs. DAL,L,19,0,-9
Ian Mahinmi,IND,01/10/2016,IND @ HOU,L,29,13,-5
John Henson,MIL,01/10/2016,MIL @ NYK,L,9,0,-19
Jose Calderon,NYK,01/10/2016,NYK vs. MIL,W,29,9,34
Zaza Pachulia,DAL,01/10/2016,DAL @ MIN,W,32,13,-5
Paul Pierce,LAC,01/10/2016,LAC vs. NOP,W,13,3,-3
Jared Cunningham,CLE,01/10/2016,CLE @ PHI,W,1,0,-2
Matt Barnes,MEM,01/10/2016,MEM vs. BOS,W,30,12,-4
James Harden,HOU,01/10/2016,HOU vs. IND,W,43,21,-2
Vince Carter,MEM,01/10/2016,MEM vs. BOS,W,20,8,7
Rudy Gobert,UTA,01/10/2016,UTA @ LAL,W,30,10,4
Anthony Morrow,OKC,01/10/2016,OKC @ POR,L,9,0,-6
LeBron James,CLE,01/10/2016,CLE @ PHI,W,37,37,11
Derrick Williams,NYK,01/10/2016,NYK vs. MIL,W,24,8,0
Chandler Parsons,DAL,01/10/2016,DAL @ MIN,W,30,14,14
Jerami Grant,PHI,01/10/2016,PHI vs. CLE,L,30,6,-9
Michael Carter-Williams,MIL,01/10/2016,MIL @ NYK,L,22,4,-22
Robert Sacre,LAL,01/10/2016,LAL vs. UTA,L,7,2,-8
Johnny O'Bryant III,MIL,01/10/2016,MIL @ NYK,L,15,2,1
Greg Monroe,MIL,01/10/2016,MIL @ NYK,L,33,28,9
Wesley Johnson,LAC,01/10/2016,LAC vs. NOP,W,34,15,7
Jae Crowder,BOS,01/10/2016,BOS @ MEM,L,30,10,6
Zach LaVine,MIN,01/10/2016,MIN vs. DAL,L,8,0,-5
Frank Kaminsky,CHA,01/10/2016,CHA @ DEN,L,26,14,0
Ed Davis,POR,01/10/2016,POR vs. OKC,W,22,10,3
Roy Hibbert,LAL,01/10/2016,LAL vs. UTA,L,25,6,1
Avery Bradley,BOS,01/10/2016,BOS @ MEM,L,38,14,-15
Tyreke Evans,NOP,01/10/2016,NOP @ LAC,L,41,26,0
Andrew Wiggins,MIN,01/10/2016,MIN vs. DAL,L,36,21,9
Arron Afflalo,NYK,01/10/2016,NYK vs. MIL,W,31,11,15
CJ Miles,IND,01/10/2016,IND @ HOU,L,27,7,2
Nikola Jokic,DEN,01/10/2016,DEN vs. CHA,W,23,4,4
Miles Plumlee,MIL,01/10/2016,MIL @ NYK,L,6,2,-2
Richard Jefferson,CLE,01/10/2016,CLE @ PHI,W,13,3,-8
JaVale McGee,DAL,01/10/2016,DAL @ MIN,W,16,8,11
Marcus Thornton,HOU,01/10/2016,HOU vs. IND,W,23,2,11
Tyler Ennis,MIL,01/10/2016,MIL @ NYK,L,16,0,5
Jeremy Lamb,CHA,01/10/2016,CHA @ DEN,L,30,15,10
Nemanja Bjelica,MIN,01/10/2016,MIN vs. DAL,L,13,6,2
Jeremy Lin,CHA,01/10/2016,CHA @ DEN,L,24,2,0
Noah Vonleh,POR,01/10/2016,POR vs. OKC,W,14,0,-8
Derrick Rose,CHI,01/11/2016,CHI vs. WAS,L,31,23,-25
Shane Larkin,BKN,01/11/2016,BKN vs. SAS,L,24,5,-13
Goran Dragic,MIA,01/11/2016,MIA @ GSW,L,36,13,-12
Tyler Johnson,MIA,01/11/2016,MIA @ GSW,L,28,13,4
Jimmy Butler,CHI,01/11/2016,CHI vs. WAS,L,38,19,-8
Wayne Ellington,BKN,01/11/2016,BKN vs. SAS,L,29,8,-12
Nene,WAS,01/11/2016,WAS @ CHI,W,20,14,8
Tony Parker,SAS,01/11/2016,SAS @ BKN,W,25,6,21
Tony Snell,CHI,01/11/2016,CHI vs. WAS,L,21,4,-1
Thomas Robinson,BKN,01/11/2016,BKN vs. SAS,L,13,10,-8
Joakim Noah,CHI,01/11/2016,CHI vs. WAS,L,19,0,-9
Kelly Oubre Jr.,WAS,01/11/2016,WAS @ CHI,W,13,2,8
Andrew Bogut,GSW,01/11/2016,GSW vs. MIA,W,21,8,-9
Markel Brown,BKN,01/11/2016,BKN vs. SAS,L,13,0,-5
Festus Ezeli,GSW,01/11/2016,GSW vs. MIA,W,5,1,7
Luol Deng,MIA,01/11/2016,MIA @ GSW,L,33,14,-3
Kawhi Leonard,SAS,01/11/2016,SAS @ BKN,W,30,17,19
Harrison Barnes,GSW,01/11/2016,GSW vs. MIA,W,27,12,18
Doug McDermott,CHI,01/11/2016,CHI vs. WAS,L,20,9,-15
Shaun Livingston,GSW,01/11/2016,GSW vs. MIA,W,17,2,15
Boban Marjanovic,SAS,01/11/2016,SAS @ BKN,W,13,13,8
Thaddeus Young,BKN,01/11/2016,BKN vs. SAS,L,28,9,-16
Cameron Bairstow,CHI,01/11/2016,CHI vs. WAS,L,5,0,4
E'Twaun Moore,CHI,01/11/2016,CHI vs. WAS,L,5,3,4
DeJuan Blair,WAS,01/11/2016,WAS @ CHI,W,13,8,4
Sergey Karasev,BKN,01/11/2016,BKN vs. SAS,L,5,2,-6
Ian Clark,GSW,01/11/2016,GSW vs. MIA,W,10,2,10
David West,SAS,01/11/2016,SAS @ BKN,W,15,8,5
Andrea Bargnani,BKN,01/11/2016,BKN vs. SAS,L,15,7,-7
Taj Gibson,CHI,01/11/2016,CHI vs. WAS,L,19,4,0
Chris Bosh,MIA,01/11/2016,MIA @ GSW,L,36,15,0
Ramon Sessions,WAS,01/11/2016,WAS @ CHI,W,24,16,11
Tim Duncan,SAS,01/11/2016,SAS @ BKN,W,22,8,11
Kyle Anderson,SAS,01/11/2016,SAS @ BKN,W,17,5,7
Manu Ginobili,SAS,01/11/2016,SAS @ BKN,W,18,9,7
Boris Diaw,SAS,01/11/2016,SAS @ BKN,W,18,11,9
Matt Bonner,SAS,01/11/2016,SAS @ BKN,W,7,0,2
Udonis Haslem,MIA,01/11/2016,MIA @ GSW,L,7,0,-4
Marreese Speights,GSW,01/11/2016,GSW vs. MIA,W,6,6,7
Jonathon Simmons,SAS,01/11/2016,SAS @ BKN,W,11,2,2
LaMarcus Aldridge,SAS,01/11/2016,SAS @ BKN,W,28,25,21
Bojan Bogdanovic,BKN,01/11/2016,BKN vs. SAS,L,21,0,-14
Justise Winslow,MIA,01/11/2016,MIA @ GSW,L,26,7,-7
Josh Richardson,MIA,01/11/2016,MIA @ GSW,L,4,0,-6
Aaron Brooks,CHI,01/11/2016,CHI vs. WAS,L,16,10,-3
Garrett Temple,WAS,01/11/2016,WAS @ CHI,W,30,14,11
Bobby Portis,CHI,01/11/2016,CHI vs. WAS,L,11,6,-8
Amar'e Stoudemire,MIA,01/11/2016,MIA @ GSW,L,5,6,-4
Pau Gasol,CHI,01/11/2016,CHI vs. WAS,L,29,15,-10
Stephen Curry,GSW,01/11/2016,GSW vs. MIA,W,38,31,-3
Brandon Rush,GSW,01/11/2016,GSW vs. MIA,W,16,1,-5
Gerald Green,MIA,01/11/2016,MIA @ GSW,L,34,15,-10
Brook Lopez,BKN,01/11/2016,BKN vs. SAS,L,32,18,-14
Patty Mills,SAS,01/11/2016,SAS @ BKN,W,16,2,4
Willie Reed,BKN,01/11/2016,BKN vs. SAS,L,8,2,-9
Jarell Eddie,WAS,01/11/2016,WAS @ CHI,W,2,0,-1
Joe Johnson,BKN,01/11/2016,BKN vs. SAS,L,28,16,-17
Klay Thompson,GSW,01/11/2016,GSW vs. MIA,W,35,17,-3
Jared Dudley,WAS,01/11/2016,WAS @ CHI,W,30,8,3
Gary Neal,WAS,01/11/2016,WAS @ CHI,W,15,11,1
Donald Sloan,BKN,01/11/2016,BKN vs. SAS,L,24,2,-14
Dwyane Wade,MIA,01/11/2016,MIA @ GSW,L,33,20,2
Nikola Mirotic,CHI,01/11/2016,CHI vs. WAS,L,29,7,1
John Wall,WAS,01/11/2016,WAS @ CHI,W,35,17,12
Draymond Green,GSW,01/11/2016,GSW vs. MIA,W,36,22,-7
Andre Iguodala,GSW,01/11/2016,GSW vs. MIA,W,30,9,10
Danny Green,SAS,01/11/2016,SAS @ BKN,W,20,0,19
Drew Gooden,WAS,01/11/2016,WAS @ CHI,W,27,10,7
Otto Porter Jr.,WAS,01/11/2016,WAS @ CHI,W,32,14,6
Anthony Tolliver,DET,01/12/2016,DET vs. SAS,L,22,9,5
Karl-Anthony Towns,MIN,01/12/2016,MIN vs. OKC,L,28,14,-20
Lou Amundson,NYK,01/12/2016,NYK vs. BOS,W,3,0,-4
George Hill,IND,01/12/2016,IND vs. PHX,W,37,20,26
Mario Chalmers,MEM,01/12/2016,MEM vs. HOU,L,41,10,-10
John Henson,MIL,01/12/2016,MIL vs. CHI,W,22,8,-12
Dante Cunningham,NOP,01/12/2016,NOP @ LAL,L,17,0,6
Kevin Garnett,MIN,01/12/2016,MIN vs. OKC,L,9,0,-11
Jerian Grant,NYK,01/12/2016,NYK vs. BOS,W,23,16,3
Giannis Antetokounmpo,MIL,01/12/2016,MIL vs. CHI,W,31,29,19
Brandon Bass,LAL,01/12/2016,LAL vs. NOP,W,15,6,0
Jae Crowder,BOS,01/12/2016,BOS @ NYK,L,34,21,-8
Clint Capela,HOU,01/12/2016,HOU @ MEM,W,26,1,4
JaMychal Green,MEM,01/12/2016,MEM vs. HOU,L,14,3,-9
Montrezl Harrell,HOU,01/12/2016,HOU @ MEM,W,2,0,3
Jose Calderon,NYK,01/12/2016,NYK vs. BOS,W,30,0,8
Kevin Martin,MIN,01/12/2016,MIN vs. OKC,L,13,6,1
Nemanja Bjelica,MIN,01/12/2016,MIN vs. OKC,L,27,6,10
Michael Carter-Williams,MIL,01/12/2016,MIL vs. CHI,W,37,11,5
Boban Marjanovic,SAS,01/12/2016,SAS @ DET,W,4,0,5
Langston Galloway,NYK,01/12/2016,NYK vs. BOS,W,17,0,-10
Monta Ellis,IND,01/12/2016,IND vs. PHX,W,34,14,19
Brandon Jennings,DET,01/12/2016,DET vs. SAS,L,18,9,-6
Chandler Parsons,DAL,01/12/2016,DAL vs. CLE,L,41,25,10
Andre Drummond,DET,01/12/2016,DET vs. SAS,L,28,17,-1
Ryan Anderson,NOP,01/12/2016,NOP @ LAL,L,42,15,2
Doug McDermott,CHI,01/12/2016,CHI @ MIL,L,6,0,2
Joakim Noah,CHI,01/12/2016,CHI @ MIL,L,15,3,-5
Tyson Chandler,PHX,01/12/2016,PHX @ IND,L,17,1,-13
Tony Parker,SAS,01/12/2016,SAS @ DET,W,32,31,7
Terrence Jones,HOU,01/12/2016,HOU @ MEM,W,30,20,13
Jeff Green,MEM,01/12/2016,MEM vs. HOU,L,15,3,-10
Derrick Rose,CHI,01/12/2016,CHI @ MIL,L,22,9,-9
Stanley Johnson,DET,01/12/2016,DET vs. SAS,L,24,2,-1
Matthew Dellavedova,CLE,01/12/2016,CLE @ DAL,W,27,12,21
Dion Waiters,OKC,01/12/2016,OKC @ MIN,W,32,5,-1
Rodney Stuckey,IND,01/12/2016,IND vs. PHX,W,4,0,-2
Dwight Powell,DAL,01/12/2016,DAL vs. CLE,L,4,0,-2
Jrue Holiday,NOP,01/12/2016,NOP @ LAL,L,26,14,-5
Avery Bradley,BOS,01/12/2016,BOS @ NYK,L,38,10,-7
Gorgui Dieng,MIN,01/12/2016,MIN vs. OKC,L,32,2,11
Nikola Mirotic,CHI,01/12/2016,CHI @ MIL,L,31,17,1
Enes Kanter,OKC,01/12/2016,OKC @ MIN,W,20,18,-6
Amir Johnson,BOS,01/12/2016,BOS @ NYK,L,26,11,-2
Patrick Beverley,HOU,01/12/2016,HOU @ MEM,W,29,9,8
Norris Cole,NOP,01/12/2016,NOP @ LAL,L,32,11,-9
Tayshaun Prince,MIN,01/12/2016,MIN vs. OKC,L,14,2,-17
Kelly Olynyk,BOS,01/12/2016,BOS @ NYK,L,11,5,-1
Omer Asik,NOP,01/12/2016,NOP @ LAL,L,18,1,7
Courtney Lee,MEM,01/12/2016,MEM vs. HOU,L,37,16,1
Mirza Teletovic,PHX,01/12/2016,PHX @ IND,L,30,19,1
Tony Allen,MEM,01/12/2016,MEM vs. HOU,L,32,17,-9
Arron Afflalo,NYK,01/12/2016,NYK vs. BOS,W,41,24,8
Kevin Seraphin,NYK,01/12/2016,NYK vs. BOS,W,2,0,-1
Jonathon Simmons,SAS,01/12/2016,SAS @ DET,W,6,0,3
Khris Middleton,MIL,01/12/2016,MIL vs. CHI,W,41,16,2
Taj Gibson,CHI,01/12/2016,CHI @ MIL,L,26,6,-12
Aron Baynes,DET,01/12/2016,DET vs. SAS,L,19,15,-6
Deron Williams,DAL,01/12/2016,DAL vs. CLE,L,43,16,4
Marcus Thornton,HOU,01/12/2016,HOU @ MEM,W,15,16,7
Serge Ibaka,OKC,01/12/2016,OKC @ MIN,W,37,8,9
Alexis Ajinca,NOP,01/12/2016,NOP @ LAL,L,22,10,-7
Kyle Anderson,SAS,01/12/2016,SAS @ DET,W,3,0,-2
Archie Goodwin,PHX,01/12/2016,PHX @ IND,L,31,12,-19
Markieff Morris,PHX,01/12/2016,PHX @ IND,L,27,16,-10
Joe Young,IND,01/12/2016,IND vs. PHX,W,2,2,0
Lavoy Allen,IND,01/12/2016,IND vs. PHX,W,22,8,15
Corey Brewer,HOU,01/12/2016,HOU @ MEM,W,18,6,13
Zaza Pachulia,DAL,01/12/2016,DAL vs. CLE,L,32,14,15
Greg Monroe,MIL,01/12/2016,MIL vs. CHI,W,37,17,14
Wesley Matthews,DAL,01/12/2016,DAL vs. CLE,L,42,11,6
Tyreke Evans,NOP,01/12/2016,NOP @ LAL,L,34,21,-2
Raymond Felton,DAL,01/12/2016,DAL vs. CLE,L,16,2,-17
Johnny O'Bryant III,MIL,01/12/2016,MIL vs. CHI,W,4,0,-4
Zach LaVine,MIN,01/12/2016,MIN vs. OKC,L,27,21,6
JaVale McGee,DAL,01/12/2016,DAL vs. CLE,L,18,10,-15
Kirk Hinrich,CHI,01/12/2016,CHI @ MIL,L,12,0,-8
Tony Snell,CHI,01/12/2016,CHI @ MIL,L,30,17,7
JR Smith,CLE,01/12/2016,CLE @ DAL,W,40,10,3
Paul George,IND,01/12/2016,IND vs. PHX,W,27,21,16
Richard Jefferson,CLE,01/12/2016,CLE @ DAL,W,13,2,5
Bobby Portis,CHI,01/12/2016,CHI @ MIL,L,4,0,-5
Lance Thomas,NYK,01/12/2016,NYK vs. BOS,W,22,7,-3
Manu Ginobili,SAS,01/12/2016,SAS @ DET,W,27,15,8
Anthony Morrow,OKC,01/12/2016,OKC @ MIN,W,12,0,-1
Jimmy Butler,CHI,01/12/2016,CHI @ MIL,L,41,30,-2
CJ Miles,IND,01/12/2016,IND vs. PHX,W,31,19,19
Kevin Love,CLE,01/12/2016,CLE @ DAL,W,37,15,-6
Dwight Howard,HOU,01/12/2016,HOU @ MEM,W,38,17,14
Lou Williams,LAL,01/12/2016,LAL vs. NOP,W,35,19,2
Nick Young,LAL,01/12/2016,LAL vs. NOP,W,9,0,-4
Kristaps Porzingis,NYK,01/12/2016,NYK vs. BOS,W,27,26,0
Anthony Brown,LAL,01/12/2016,LAL vs. NOP,W,23,9,14
O.J. Mayo,MIL,01/12/2016,MIL vs. CHI,W,26,5,-1
Robin Lopez,NYK,01/12/2016,NYK vs. BOS,W,26,15,9
Jon Leuer,PHX,01/12/2016,PHX @ IND,L,17,6,-8
James Harden,HOU,01/12/2016,HOU @ MEM,W,33,25,7
Cameron Payne,OKC,01/12/2016,OKC @ MIN,W,15,6,-6
Kawhi Leonard,SAS,01/12/2016,SAS @ DET,W,34,7,11
Kyrie Irving,CLE,01/12/2016,CLE @ DAL,W,39,22,-4
LaMarcus Aldridge,SAS,01/12/2016,SAS @ DET,W,36,22,5
Eric Gordon,NOP,01/12/2016,NOP @ LAL,L,27,14,-4
Alonzo Gee,NOP,01/12/2016,NOP @ LAL,L,16,5,-7
Myles Turner,IND,01/12/2016,IND vs. PHX,W,2,4,0
Elliot Williams,MEM,01/12/2016,MEM vs. HOU,L,5,0,-7
Roy Hibbert,LAL,01/12/2016,LAL vs. NOP,W,25,8,0
Jared Sullinger,BOS,01/12/2016,BOS @ NYK,L,20,14,-8
Shabazz Muhammad,MIN,01/12/2016,MIN vs. OKC,L,34,20,12
Isaiah Thomas,BOS,01/12/2016,BOS @ NYK,L,35,34,-9
PJ Tucker,PHX,01/12/2016,PHX @ IND,L,35,5,-21
Ian Mahinmi,IND,01/12/2016,IND vs. PHX,W,25,10,14
Lorenzo Brown,PHX,01/12/2016,PHX @ IND,L,20,7,-4
Marcus Morris,DET,01/12/2016,DET vs. SAS,L,28,4,-12
Andrew Wiggins,MIN,01/12/2016,MIN vs. OKC,L,35,22,-6
Tim Duncan,SAS,01/12/2016,SAS @ DET,W,30,14,6
