matchnumber,Player Name,Team,Minutes Played,+/-,Player strength,True Player Strength
0,P9T6,T6,10.579692290437416,2.3369520219509003,853.9916975391085,954
0,P8T6,T6,20.34308100758996,7.246752095663036,1290.7338325818735,1070
0,P3T6,T6,24.694546799550622,7.982994130215123,1154.1509147343177,977
0,P1T6,T6,16.69389566606636,4.849819154820047,1046.5984355691141,991
0,P5T6,T6,4.394561342584498,1.5193886009557096,1231.7470934795479,1180
0,P2T6,T6,15.580086147549178,4.994538130966855,1155.009680549909,937
0,P10T6,T6,33.672788507038135,11.124608882267227,1182.580126950441,999
0,P6T6,T6,50.260185299982886,16.577468803472733,1288.8585290825301,1174
0,P4T6,T6,41.530757087049295,14.109730663184694,1312.4451406569542,1263
0,P7T6,T6,22.250405852151637,6.535365716942314,1032.647061521828,912
0,P6T1,T1,16.30047744980084,-5.587120039996649,991.0813932440615,934
0,P8T1,T1,32.60173143019731,-11.476494819244643,894.4450834542104,1078
0,P10T1,T1,29.236045080665804,-8.098774516514876,1338.0095146986278,932
0,P1T1,T1,39.648574422540435,-13.313214997533374,984.3160559250127,1047
0,P3T1,T1,26.60966165357408,-9.36164825679371,930.3159568709281,984
0,P4T1,T1,16.661723921542045,-4.8937161071340185,1165.483382853571,1006
0,P7T1,T1,26.426579338040078,-12.000908288225123,424.64755317779725,990
0,P2T1,T1,16.463517855839953,-1.8324081603791953,1811.2191047198562,1021
0,P5T1,T1,15.406905781378157,-4.25343814140151,1221.724169382025,978
0,P9T1,T1,20.64478306642126,-7.312061840881905,940.1297063062397,1052
1,P3T9,T9,24.097121709867523,1.2877154616717243,1156.7437652941244,1048
1,P7T9,T9,25.049691791308973,0.9316562255469798,1082.5351931143573,1019
1,P5T9,T9,22.737802209580888,0.3771204967561466,995.8442481887665,977
1,P1T9,T9,17.906392066692206,0.2808330974978583,1008.1485160868029,951
1,P8T9,T9,29.903008704581644,1.2010584322975697,1094.1626124625482,1007
1,P10T9,T9,7.198388280875038,-0.05560324268618981,963.5777741812594,948
1,P2T9,T9,35.282950717148815,1.6687326061876986,1146.9667106389606,989
1,P6T9,T9,40.837107275017495,2.256694204013451,1287.469667920016,1146
1,P9T9,T9,26.755895677564197,0.4822454438374653,984.6450038860444,1041
1,P4T9,T9,10.231641567363233,0.23449801134211234,1047.353157877616,1060
1,P2T10,T10,17.241794250223098,0.053251974325653643,1248.9604559579432,1089
1,P3T10,T10,29.23532293523951,-1.6168794957190575,1011.3841348624507,1037
1,P5T10,T10,19.129116611554416,0.6508830273358002,1376.5423462683243,953
1,P4T10,T10,16.140422919832588,-0.5470892579346667,1114.1394146070543,1005
1,P9T10,T10,18.967294064064895,-1.265828911175079,991.5625240364811,1127
1,P7T10,T10,19.506716075773337,-1.3045697690533464,989.4834056560173,958
1,P1T10,T10,42.93641199696514,-1.936191579608617,1028.804685984477,1085
1,P8T10,T10,36.332308737267134,-2.2024525162519715,924.253163477441,1135
1,P6T10,T10,3.9771037743587763,-0.37401427659698927,945.9840831187413,966
1,P10T10,T10,36.533508634721144,-0.8990827880051458,1241.082749264985,1125
2,P6T1,T1,23.65876187066317,-8.109272917225997,968.6536795013343,934
2,P8T1,T1,44.11252634643982,-15.109756164948706,916.593546152237,1078
2,P10T1,T1,17.813645576212494,-7.446033594399167,693.897191260477,932
2,P1T1,T1,24.95735505227641,-7.970782849054481,1077.1461907860958,1047
2,P3T1,T1,40.49909462669903,-13.344665562911434,1120.2071248722018,984
2,P4T1,T1,23.455984141237927,-7.535990303610462,1063.4896777427487,1006
2,P7T1,T1,19.453679112391402,-6.732823908857338,957.3908391907485,990
2,P2T1,T1,9.378467640014094,-3.38182794726816,919.4738337545575,1021
2,P5T1,T1,20.55545258019529,-6.358657342710503,1103.502918663589,978
2,P9T1,T1,16.11503305387035,-6.388341784204818,782.8619438451778,1052
2,P2T15,T15,35.82231541516841,12.722824325208363,1278.4306625890374,1180
2,P8T15,T15,24.06012224486337,5.2929931868378075,609.9309344455116,957
2,P3T15,T15,38.3621615147814,13.126341928656629,1174.0539050877144,955
2,P4T15,T15,31.70060457994672,10.81365815955139,1158.3845535352707,1117
2,P5T15,T15,28.420966297801684,13.374057825463032,1856.7049752963212,1154
2,P6T15,T15,11.025178829673663,4.431337290477499,1342.8904367963924,930
2,P10T15,T15,3.6398171068162797,0.8009451435601426,831.566315163481,1084
2,P9T15,T15,30.0496645040426,10.677043342859093,1240.7748281416548,1003
2,P1T15,T15,24.37879887059904,5.241470376618398,580.6690460336999,1098
2,P7T15,T15,12.540370636306836,3.496504803972556,954.9166106072586,945
3,P5T13,T13,27.682871244744625,-2.791988800136363,1277.182757973936,1180
3,P9T13,T13,-1.8415312025855841,0.29724482696936705,995.1359183191229,980
3,P7T13,T13,31.658125993333744,-4.589618518512777,1051.4443898205407,1019
3,P10T13,T13,10.835272549139422,-2.3297631923352013,821.8019179030882,920
3,P6T13,T13,33.56436424755016,-4.544247237889195,1123.2097576291917,1111
3,P4T13,T13,21.412323448726802,-3.6626797367691224,934.8161737424952,984
3,P3T13,T13,28.18925473044435,-4.279829336372955,1010.5427558128624,1102
3,P1T13,T13,20.654360929991693,-3.961522533216249,853.805551960559,1022
3,P8T13,T13,34.07885571125839,-4.607909307225316,1127.8892602857804,1059
3,P2T13,T13,33.766102347396384,-5.949038143171494,828.9697655433984,942
3,P1T14,T14,33.86380776573649,3.001733984725704,658.4191062378718,1101
3,P9T14,T14,22.419181795613646,2.240339079142012,890.223254115901,1067
3,P2T14,T14,30.5304224658235,5.696558190762447,1324.0142282207964,1131
3,P7T14,T14,10.298281237265662,0.524413501532677,800.3001415101264,921
3,P6T14,T14,24.99197330913553,4.310847017665481,1208.6062625168177,1005
3,P4T14,T14,1.4547129577504938,0.6153206906074856,1801.2264336023368,1152
3,P3T14,T14,44.519298126759786,6.511887771086158,1019.0519242757257,1089
3,P8T14,T14,19.169967616463914,2.6702497035255233,1061.7929402723585,1048
3,P10T14,T14,11.398056495536965,2.5148629450861195,1322.7808254828449,985
3,P5T14,T14,41.35429822991401,7.095067009452092,1434.746897702426,1101
4,P2T15,T15,55.74912786929776,-10.348052901720639,1115.9603015558594,1180
4,P8T15,T15,24.184503368429805,-4.3485508867757945,981.8535785869192,957
4,P3T15,T15,33.692084673256026,-6.353142106337312,908.1080534545417,955
4,P4T15,T15,26.809436998884973,-4.581788816049677,1024.6723150562802,1117
4,P5T15,T15,2.1010465722269625,-0.2916079737136337,1095.8280135253497,1154
4,P6T15,T15,20.46932104086571,-3.7933939140683455,962.0248978238967,930
4,P10T15,T15,36.41769879875673,-6.482576187508556,980.8222243614129,1084
4,P9T15,T15,22.918804053255542,-4.276202013681964,953.3477674114288,1003
4,P1T15,T15,12.344711392837082,-2.240903087219545,981.6632744020765,1098
4,P7T15,T15,5.313265232189385,-1.3231567127530555,798.6246454747901,945
4,P10T5,T5,33.21825233904086,4.402218329686612,784.6977256001614,960
4,P7T5,T5,14.159806710309182,1.400211215278061,830.9129762499898,922
4,P4T5,T5,18.41587468413349,1.885270154552339,812.5575534906669,939
4,P8T5,T5,17.881366244362738,0.18415864876129417,477.27890003379235,978
4,P5T5,T5,41.26109884966028,8.215661348515761,1430.8051732539125,940
4,P2T5,T5,33.12393154614573,7.763486942000048,1494.6972604467126,977
4,P1T5,T5,23.254356247229822,5.80978632430664,1411.7548082975122,944
4,P6T5,T5,18.153001467167314,2.622395106656132,971.0759723340273,1047
4,P3T5,T5,17.298090908665678,5.395057970577434,1581.1174301809617,1193
4,P9T5,T5,23.234221003284905,1.365544789182,575.3671795988774,1004
5,P3T9,T9,19.5417535149551,-4.084735113686242,1147.5418358355887,1048
5,P7T9,T9,32.45429986694842,-7.545700113398123,1038.1845377768025,1019
5,P5T9,T9,24.134559364827993,-5.544001296459524,1064.959462188162,977
5,P1T9,T9,13.893161812130625,-3.691761866011227,950.160295264116,951
5,P8T9,T9,26.87257762739484,-5.968881867296108,1101.290047237003,1007
5,P10T9,T9,17.29874498573647,-4.270025241240377,1006.2281738459687,948
5,P2T9,T9,4.111928747165588,-0.9162456530872191,1090.4116364851322,989
5,P6T9,T9,52.04629751425558,-11.960534080777686,1172.173110372359,1146
5,P9T9,T9,34.92564005053127,-7.965646740108359,1065.2348154643166,1041
5,P4T9,T9,14.721036516054141,-3.605874998404747,1017.7010524409312,1060
5,P1T2,T2,8.815363548569643,0.8734870717665599,820.8737263615423,1083
5,P9T2,T2,35.263818113579326,8.056966227178329,1215.5411608335994,1088
5,P2T2,T2,19.406643951641843,6.401944218760038,1596.0514832978868,1143
5,P6T2,T2,15.698672903017233,2.5914050276184177,983.753780558371,939
5,P10T2,T2,15.518934562072463,2.6219555208830343,998.1637050095042,1010
5,P8T2,T2,22.389647191917156,4.882692076708989,1161.6990596308522,995
5,P5T2,T2,27.380655009737232,5.969091200289498,1154.1955102515733,1124
5,P3T2,T2,42.19232342275526,9.511146161803351,1186.4777281261656,1008
5,P4T2,T2,38.11217771524527,9.440353497877918,1417.3172399069106,1205
5,P7T2,T2,15.221763581464604,1.9576367259723244,861.3589913420948,946
6,P5T11,T11,18.503215400645356,-3.5210220749253347,1033.123607518841,1088
6,P3T11,T11,31.018720941781027,-4.517255732921667,1328.2618239234332,1179
6,P1T11,T11,31.56866532472159,-5.622403844345481,1132.3692294662,1046
6,P6T11,T11,37.368144962261866,-7.73028072362442,924.0798013124546,918
6,P8T11,T11,5.691094726862622,-1.4016465733420085,869.723390411516,1000
6,P2T11,T11,10.05064149403331,-1.8714689433331735,1039.3704420898118,1007
6,P4T11,T11,18.48635382184172,-4.395953122036625,854.8453701390943,1049
6,P7T11,T11,27.15970222739779,-5.550187745511271,972.7705468205234,936
6,P9T11,T11,35.99313816136777,-7.65289655011547,883.588857955674,962
6,P10T11,T11,24.160322939086917,-5.662140113990073,840.189485200751,1037
6,P6T16,T16,35.374759518927625,7.743111792982592,1263.7954031146342,1075
6,P9T16,T16,29.686628576037595,7.674918564806876,1443.89797004433,1007
6,P3T16,T16,10.960264836483036,1.5036748114702234,910.3420374640011,1034
6,P1T16,T16,12.705683557643413,2.2128011366667075,1021.4774652038378,934
6,P2T16,T16,31.14695748931961,4.675148110571979,799.1724699667448,987
6,P4T16,T16,33.41527639654812,5.829930812721806,928.6499282316918,1053
6,P10T16,T16,28.284765711406706,5.446022181949023,1067.305370657847,1052
6,P5T16,T16,22.486682521606596,5.641311797995543,1322.8377525627689,1053
6,P8T16,T16,14.465966753638854,1.7355916100133235,835.7673127697037,932
6,P7T16,T16,21.473014638388406,4.767772619257601,1196.56294316905,992
7,P2T4,T4,4.761313580528332,-0.18929471552119145,1243.99883111994,1170
7,P3T4,T4,20.565108198050524,-1.6256115603370542,1162.0282258157608,1094
7,P9T4,T4,39.92672789014115,-3.5818571217923747,1193.3277074337298,1116
7,P5T4,T4,17.530565057922733,-1.2231488277132334,1189.1003808540138,1168
7,P4T4,T4,37.58616574454663,-4.153471877411474,967.6858794270624,1137
7,P10T4,T4,30.800109294125782,-2.2741328155375147,1234.2758169283686,1204
7,P8T4,T4,21.69176698330126,-2.580559795008607,999.3255159962722,1014
7,P1T4,T4,-6.133394931431896,0.4214742724648063,1151.9001262265422,1101
7,P7T4,T4,38.42974760951933,-3.8710220363887484,1060.89539867733,1179
7,P6T4,T4,34.84189057329617,-4.158767951645822,921.6859122108069,1023
7,P2T10,T10,23.205134409177425,1.3817976314273634,963.0133073894644,1089
7,P3T10,T10,5.430189487170999,0.5050710535066582,1118.221658622868,1037
7,P5T10,T10,28.553503207221855,4.235559574161976,1404.231251140992,953
7,P4T10,T10,17.368285498989263,0.41563914168972416,862.3384984723589,1005
7,P9T10,T10,24.76787248896572,0.2154982187514393,717.3317171638234,1127
7,P7T10,T10,30.03894185336094,2.5488002029987937,1053.4900639557989,958
7,P1T10,T10,35.616360294138026,2.8880181342785183,989.523729612095,1085
7,P8T10,T10,25.855653564232615,6.068769833840704,1791.9331742956329,1135
7,P6T10,T10,18.551422625342532,-0.1504363802438799,732.4783349503298,966
7,P10T10,T10,30.612636571400632,4.552679788715023,1435.6507808743745,1125
8,P2T4,T4,27.124646845243735,-11.591306482789202,1048.8160291522631,1170
8,P3T4,T4,29.903708111158657,-13.16287449886433,974.8928029755148,1094
8,P9T4,T4,22.376885063058534,-9.266913850744062,1104.1544309913606,1116
8,P5T4,T4,4.391418649650151,-1.6865222575314514,1163.658562381128,1168
8,P4T4,T4,13.570601334521474,-5.8883965912965675,1025.6232319612109,1137
8,P10T4,T4,27.889186254938974,-11.831109470774441,1065.4023496167947,1204
8,P8T4,T4,24.21419268499065,-10.533809656195814,1013.4373658085465,1014
8,P1T4,T4,24.982597739443577,-10.338211746241097,1111.5839513875828,1101
8,P7T4,T4,37.243201759993376,-15.71027912711174,1104.4706084112906,1179
8,P6T4,T4,28.303561557000897,-12.753251699745139,924.0925966075617,1023
8,P10T5,T5,35.911260454207856,16.999908667374136,1639.8588514670926,960
8,P7T5,T5,34.59460916603252,14.066870729353957,1093.1027943884005,922
8,P4T5,T5,9.677661610130022,2.2739115651001134,677.7751107220834,939
8,P8T5,T5,12.392323251585655,5.541678363303345,1319.1394471663086,978
8,P5T5,T5,-4.454226867984435,-1.9456438005652326,1278.5222723245847,940
8,P2T5,T5,24.50932361992074,11.18262062941909,1387.1526272100098,977
8,P1T5,T5,27.294613939373374,11.734166967721057,1267.2183610488983,944
8,P6T5,T5,33.628510410993336,14.90732299290572,1366.8087091011867,1047
8,P3T5,T5,32.174098678475126,12.036755739108486,903.3037358920177,1193
8,P9T5,T5,34.271825737265786,14.858850433357262,1298.5850233946258,1004
9,P9T6,T6,33.106626897732966,20.104402635014836,888.3618229639602,954
9,P8T6,T6,29.761290662638036,18.24166022585608,952.7609643243647,1070
9,P3T6,T6,-0.011357621058931146,-0.006606730298711749,943.7542689545696,977
9,P1T6,T6,26.80561322427992,16.69173734484493,1017.3952666962149,991
9,P5T6,T6,35.55291646999388,23.525490138837966,1301.4829051555953,1180
9,P2T6,T6,13.996902627436368,7.979616357689235,862.0434002975536,937
9,P10T6,T6,9.208316936363026,5.78298705276236,1056.6406174201143,999
9,P6T6,T6,30.861344375529537,20.16214036342052,1191.9943932657652,1174
9,P4T6,T6,51.39129245161511,32.40203845010046,1174.6337762113817,1263
9,P7T6,T6,9.32705397547012,5.128975656181146,823.6285616718827,912
9,P10T5,T5,27.506578699539872,-18.90653215546532,481.5595516295269,960
