Player Name,Estimated Strength,True Strength
P5T16,1142.998331440185,1122.0
P10T10,835.8372783541465,919.0
P1T11,1151.7601443245321,1136.0
P4T14,763.6734992080394,949.0
P5T10,879.0732832011156,958.0
P6T5,861.8767904444202,936.0
P10T8,1200.8382321212791,1118.0
P4T10,930.666019383562,1017.0
P6T15,877.8865863680317,909.0
P8T8,882.7457675720208,948.0
P2T6,1342.3081452867532,1160.0
P6T8,807.2678763726537,938.0
P9T4,945.0342574781635,950.0
P10T4,843.2944212787434,923.0
P5T12,1113.028525989457,1120.0
P4T12,759.1192899722472,935.0
P10T9,929.0516747314855,1056.0
P7T3,819.571146658809,940.0
P10T12,1103.5164249254415,1117.0
P7T1,1034.3275984241318,1120.0
P7T14,836.0652490961954,1001.0
P9T13,856.7410927189416,944.0
P1T5,844.8843069768466,908.0
P3T4,1125.5000236115618,1109.0
P9T16,1082.869809912863,1075.0
P6T6,838.9996080522883,1005.0
P1T8,946.9030986012486,1065.0
P10T3,869.7038936017753,1042.0
P6T1,1083.4308474311779,1093.0
P7T15,960.9257798734931,965.0
P2T1,926.293877739684,985.0
P2T12,852.3088891785334,921.0
P9T15,1014.4161514317707,1024.0
P3T5,770.6289204474593,922.0
P5T7,887.0662335040603,977.0
P5T8,869.541456690977,984.0
P4T3,1089.8023823341637,1104.0
P3T6,1188.6193724651553,1203.0
P3T12,837.8447135289706,955.0
P9T5,1423.527570175159,1251.0
P3T9,735.4895162959986,909.0
P2T4,1173.4001376078272,1145.0
P4T16,1178.6868690312645,1165.0
P4T4,875.6559688381699,965.0
P7T9,914.1767158924828,1080.0
P9T3,1416.7703912328927,1320.0
P6T7,1125.012784241376,1167.0
P5T11,874.7313550551826,1025.0
P9T14,1022.9750018014366,1084.0
P9T2,820.1202102581005,922.0
P6T9,790.0173216696207,1009.0
P1T4,768.7246796478639,940.0
P6T11,841.0057452197055,960.0
P1T12,1270.0992119786617,1167.0
P5T5,821.5981616624349,1006.0
P9T7,1002.4327071401194,1112.0
P7T4,1005.1493761248586,998.0
P6T13,965.9695801443478,1078.0
P7T11,940.0079605873505,997.0
P8T14,1243.7139453582251,1260.0
P3T7,1365.8396132492187,1269.0
P7T16,1360.2022886769591,1310.0
P8T3,760.6230702189264,985.0
P3T16,1026.1102149162837,1061.0
P10T16,907.260893125184,1054.0
P10T15,973.356710289119,1031.0
P6T2,1066.580320191007,1136.0
P5T14,946.4583086808188,1021.0
P6T14,1001.4296174288455,1036.0
P10T13,908.9622085645184,967.0
P1T3,770.1706556461024,987.0
P8T7,1337.775584981945,1163.0
P9T8,1006.9245562449638,972.0
P3T3,796.4642221159546,972.0
P2T10,1209.2602640343864,1182.0
P10T5,924.8981654642823,1063.0
P6T16,969.9564973342009,1025.0
P3T2,935.9799552692061,1087.0
P10T14,913.0882450150965,937.0
P7T2,1376.0233743979084,1256.0
P8T5,999.9865885623578,998.0
P3T11,1056.000964273963,1103.0
P5T13,1032.3615934778086,1037.0
P4T1,836.599433100852,961.0
P5T6,952.9620048861333,1000.0
P10T2,1064.480512003415,1108.0
P9T1,840.6731316970192,936.0
P7T12,1182.948522916456,1107.0
P6T12,877.792412720346,938.0
P4T8,1119.3011902215053,1031.0
P3T15,969.9751700582606,1027.0
P1T13,1185.7240114019012,1061.0
P2T16,1172.1884650542224,1166.0
P4T7,1103.13397601455,1098.0
P9T9,1413.1412689927897,1242.0
P7T13,664.285176396098,923.0
P9T6,845.4933951098936,968.0
P5T4,1128.4899031100902,1145.0
P8T2,981.0370935929847,1047.0
P8T10,883.4830085863165,929.0
P6T4,985.1874270868337,1043.0
P9T12,1048.6467353525527,1039.0
P1T1,1008.2000781245505,1126.0
P2T3,1063.9590612121192,1125.0
P8T9,944.213562897025,1103.0
P8T16,1055.6012120140404,1151.0
P4T2,839.9024028151946,952.0
P9T10,817.1508172330962,984.0
P4T15,1013.7146157566166,1095.0
P7T7,888.8740530137032,958.0
P7T10,788.1512018578895,952.0
P8T6,1280.8361765784473,1227.0
P5T9,897.7613919455584,978.0
