Player name,Player strength,True Time played
P7T13,1000,15.238095238095237
P6T13,971,11.428571428571427
P10T13,946,7.619047619047619
P5T13,1127,34.285714285714285
P1T13,1066,24.76190476190476
P8T13,922,3.8095238095238093
P2T13,1207,47.61904761904761
P3T13,1108,32.38095238095238
P9T13,1160,40.0
P4T13,1053,22.857142857142854
P3T8,1050,18.0
P1T8,1036,16.5
P2T8,1366,55.5
P10T8,1179,33.0
P4T8,1106,24.0
P7T8,940,4.5
P6T8,1188,34.5
P8T8,1092,22.5
P5T8,1045,18.0
P9T8,1017,13.5
P6T6,968,9.375
P4T6,984,13.125
P9T6,1010,16.875
P2T6,1062,24.375
P8T6,1014,16.875
P5T6,1179,41.25
P1T6,1198,45.0
P3T6,1156,37.5
P7T6,1017,16.875
P10T6,1023,18.75
P6T7,952,8.495575221238937
P2T7,1075,29.734513274336283
P3T7,1153,42.47787610619469
P8T7,971,12.743362831858407
P4T7,1170,46.72566371681416
P5T7,1151,42.47787610619469
P1T7,949,8.495575221238937
P7T7,930,4.2477876106194685
P9T7,1090,31.85840707964602
P10T7,978,12.743362831858407
P10T16,1123,45.473684210526315
P1T16,1005,20.210526315789473
P2T16,1051,30.315789473684212
P4T16,990,17.684210526315788
P7T16,1001,20.210526315789473
P9T16,941,7.578947368421053
P3T16,959,12.631578947368421
P5T16,956,10.105263157894736
P8T16,991,17.684210526315788
P6T16,1182,58.10526315789474
P10T2,1092,26.470588235294116
P5T2,1042,19.411764705882355
P6T2,1094,26.470588235294116
P1T2,957,8.823529411764707
P8T2,1169,38.82352941176471
P4T2,1027,17.647058823529413
P9T2,1029,17.647058823529413
P2T2,1052,21.176470588235297
P7T2,1231,45.882352941176464
P3T2,1025,17.647058823529413
P10T3,1297,56.470588235294116
P1T3,1120,31.764705882352942
P2T3,998,14.117647058823529
P5T3,1130,31.764705882352942
P7T3,965,8.823529411764707
P3T3,1000,14.117647058823529
P9T3,1196,42.352941176470594
P8T3,922,3.5294117647058822
P4T3,1040,19.411764705882355
P6T3,1026,17.647058823529413
P3T9,937,8.372093023255815
P10T9,1057,36.27906976744186
P2T9,939,8.372093023255815
P1T9,952,11.162790697674419
P9T9,1052,33.48837209302326
P7T9,1186,64.18604651162791
P5T9,1003,22.325581395348838
P8T9,1018,25.116279069767444
P6T9,909,2.7906976744186047
P4T9,1021,27.906976744186046
P5T12,967,9.30232558139535
P2T12,1071,26.046511627906977
P7T12,907,1.8604651162790697
P4T12,987,13.023255813953488
P10T12,1090,27.906976744186046
P3T12,1056,22.325581395348838
P6T12,1107,31.62790697674419
P1T12,1061,24.186046511627907
P8T12,1084,27.906976744186046
P9T12,1281,55.81395348837209
P6T4,974,14.845360824742269
P9T4,970,14.845360824742269
P7T4,1037,27.216494845360824
P8T4,1090,37.11340206185567
P3T4,1059,32.16494845360825
P1T4,992,17.31958762886598
P2T4,957,12.371134020618555
P5T4,929,4.948453608247423
P10T4,1173,54.43298969072165
P4T4,1028,24.74226804123711
P4T10,1073,27.768595041322314
P10T10,1099,31.735537190082646
P8T10,1016,17.85123966942149
P7T10,924,3.9669421487603307
P9T10,1060,25.785123966942148
P5T10,1093,29.75206611570248
P1T10,1108,33.71900826446281
P6T10,1102,31.735537190082646
P2T10,958,9.917355371900827
P3T10,1069,27.768595041322314
P8T1,940,4.705882352941177
P4T1,962,7.843137254901961
P7T1,1044,18.823529411764707
P5T1,1269,47.05882352941176
P2T1,930,3.1372549019607843
P10T1,1225,40.7843137254902
P9T1,1088,23.52941176470588
P6T1,1153,31.372549019607845
P1T1,1219,40.7843137254902
P3T1,1075,21.96078431372549
P5T15,1273,48.0
P8T15,1250,44.800000000000004
P2T15,932,4.8
P6T15,1075,22.400000000000002
P7T15,973,9.6
P4T15,1172,35.2
P10T15,986,11.200000000000001
P1T15,1176,35.2
P9T15,984,11.200000000000001
P3T15,1034,17.6
P10T11,1083,25.174825174825173
P4T11,1013,15.104895104895107
P9T11,1052,20.13986013986014
P8T11,1115,28.53146853146853
P7T11,1032,18.461538461538463
P6T11,1199,40.27972027972028
P2T11,1127,30.209790209790214
P5T11,1074,23.496503496503497
P1T11,1040,18.461538461538463
P3T11,1047,20.13986013986014
P4T14,1401,78.04878048780488
P3T14,1135,37.07317073170732
P5T14,1045,23.414634146341463
P7T14,949,7.8048780487804885
P9T14,1017,17.560975609756095
P2T14,1002,15.609756097560977
P8T14,1074,27.317073170731707
P10T14,950,7.8048780487804885
P6T14,1002,15.609756097560977
P1T14,957,9.75609756097561
P8T5,1096,41.29032258064517
P10T5,950,10.322580645161292
P9T5,982,18.06451612903226
P3T5,1025,25.806451612903228
P4T5,927,5.161290322580646
P2T5,1023,25.806451612903228
P1T5,1104,41.29032258064517
P6T5,1140,49.032258064516135
P7T5,921,5.161290322580646
P5T5,991,18.06451612903226
